age,height,weight,activity_level,diet_quality,smoking_status,alcohol_consumption,sleep_hours,stress_level,health_tips
38,150,80,Moderate,Poor,Yes,Yes,5,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
59,167,51,High,Average,No,No,8,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
23,190,95,High,Poor,No,Yes,9,Medium,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
42,188,77,Low,Good,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
37,165,94,Low,Average,No,Yes,7,High,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
72,176,63,High,Good,No,Yes,6,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
55,164,68,Moderate,Average,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
21,174,53,Low,Poor,No,No,9,Medium,Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
37,152,72,Low,Good,Yes,No,8,Medium,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
41,175,98,Moderate,Good,No,No,6,Medium,Ensure you get at least 7-8 hours of sleep each night.
66,158,86,Moderate,Average,No,No,8,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
48,162,97,Moderate,Poor,Yes,No,5,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
48,177,83,High,Good,Yes,No,6,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
43,166,69,Low,Good,Yes,No,8,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
25,169,80,Moderate,Good,No,Yes,7,High,Limit alcohol consumption to maintain liver health.
60,192,66,Low,Average,No,No,6,High,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
30,198,65,Low,Poor,Yes,Yes,6,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
22,190,97,High,Average,Yes,Yes,5,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
66,159,80,Low,Average,Yes,No,6,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
45,162,50,Moderate,Poor,Yes,Yes,5,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
30,164,92,High,Average,No,Yes,4,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
65,167,66,High,Average,No,Yes,5,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
28,198,73,High,Good,No,No,8,Medium,Your health parameters look good. Keep maintaining a healthy lifestyle.
78,154,66,Low,Average,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
61,173,62,Moderate,Good,No,Yes,6,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
71,189,91,Moderate,Poor,Yes,Yes,4,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
64,183,96,Moderate,Good,No,No,7,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
28,155,50,Low,Poor,Yes,Yes,9,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
69,177,92,Low,Good,No,No,7,High,Increase your physical activity to at least 30 minutes a day.
61,163,96,Low,Average,Yes,Yes,5,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
24,171,50,Low,Good,Yes,No,7,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
25,194,51,Low,Poor,Yes,No,8,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
18,185,77,Low,Average,Yes,No,6,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
69,164,84,High,Good,No,Yes,7,Low,Limit alcohol consumption to maintain liver health.
52,168,72,High,Average,Yes,Yes,4,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
50,195,82,High,Average,No,Yes,9,High,Limit alcohol consumption to maintain liver health.
41,165,94,High,Poor,No,Yes,4,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
18,192,61,High,Average,Yes,No,5,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night.
25,197,57,Low,Poor,No,No,5,High,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
48,166,95,Moderate,Average,Yes,Yes,9,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
36,192,78,Moderate,Good,Yes,Yes,7,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
50,186,82,Moderate,Poor,Yes,Yes,8,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
20,178,83,Low,Poor,No,No,9,High,Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
56,150,75,Moderate,Average,No,No,9,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
30,192,76,Moderate,Good,Yes,No,8,Low,Consider quitting smoking to improve your overall health.
18,180,55,Low,Average,No,No,7,High,Increase your physical activity to at least 30 minutes a day.
78,190,67,Moderate,Poor,No,Yes,6,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
26,190,84,High,Poor,No,No,6,Low,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
21,195,88,Moderate,Poor,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
31,160,54,High,Poor,No,No,8,Low,Improve your diet by including more fruits and vegetables.
44,174,97,Low,Poor,No,No,6,High,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
21,168,94,Moderate,Average,No,No,7,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
56,183,95,Low,Good,No,Yes,8,Medium,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
24,191,72,High,Poor,Yes,Yes,6,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
24,156,77,High,Average,No,No,4,High,Ensure you get at least 7-8 hours of sleep each night.
38,185,50,Moderate,Good,No,No,9,Medium,Your health parameters look good. Keep maintaining a healthy lifestyle.
76,195,52,High,Poor,No,No,6,Low,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
20,152,52,Low,Good,Yes,No,4,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
39,197,70,Moderate,Poor,No,Yes,9,Medium,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
65,166,69,Moderate,Good,Yes,Yes,6,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
70,180,80,High,Good,No,No,9,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
76,196,78,High,Poor,No,No,6,Low,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
64,167,82,Low,Good,Yes,No,7,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
36,181,77,Low,Poor,Yes,Yes,5,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
34,171,97,Low,Poor,No,No,4,High,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
75,182,81,High,Average,No,Yes,7,High,Limit alcohol consumption to maintain liver health.
61,173,86,High,Poor,Yes,Yes,7,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
51,199,86,Low,Poor,Yes,No,7,Medium,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
